,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,nation_drop,pos_drop,age_drop,born_drop,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected_drop,Expected_drop,Expected_drop,Expected_drop,Expected_drop,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,nation_drop,pos_drop,age_drop,born_drop,90s_drop,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,,,,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27,1996,30,28,2344,26.0,0,2,2,0,0,0,12,0,1.2,1.2,2.7,3.9,39,98,33,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,SRB,MF,27,1996,26.0,0,18,2,11.1,0.69,0.08,0.0,0.0,20.2,0,0,0,1.2,1.2,0.06,-1.2,-1.2,SRB,MF,27,1996,26.0,1100,1260,87.3,18730,4635,519,565,91.9,477,521,91.6,91,129,70.5,2,2.7,1.4,-0.7,26,104,17,7,98,SRB,MF,27,1996,26.0,68,39,22,40,6,23,55,41.8,32,20,7,13,28,96,35,1,SRB,MF,27,1996,26.0,1493,57,332,843,331,21,1493,17,8,47.1,5,29.4,825,4427,2190,39,40,4,23,8,963,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,DF,28,1995,24,17,1649,18.3,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,62,67,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,BEL,DF,28,1995,18.3,0,8,3,37.5,0.44,0.16,0.0,0.0,14.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,BEL,DF,28,1995,18.3,780,953,81.8,12441,3910,397,442,89.8,328,382,85.9,37,75,49.3,1,1.2,0.6,-0.2,9,51,5,3,62,BEL,DF,28,1995,18.3,46,29,28,15,3,26,45,57.8,19,15,6,9,22,68,83,0,BEL,DF,28,1995,18.3,1164,92,449,462,259,32,1164,12,5,41.7,5,41.7,547,2191,1044,17,15,2,15,5,665,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33,1991,25,3,628,7.0,2,0,2,2,0,0,3,1,0.8,0.8,1.1,1.8,18,53,33,0.29,0.0,0.29,0.29,0.29,0.11,0.15,0.26,0.11,0.26,SCO,MF,33,1991,7.0,2,11,4,36.4,1.58,0.57,0.18,0.5,20.4,2,0,0,0.8,0.8,0.07,1.2,1.2,SCO,MF,33,1991,7.0,569,627,90.7,9151,1910,316,336,94.0,206,223,92.4,42,54,77.8,0,1.1,1.2,-1.1,11,53,7,3,53,SCO,MF,33,1991,7.0,13,5,5,2,6,4,7,57.1,3,7,1,6,4,17,3,1,SCO,MF,33,1991,7.0,683,12,123,347,223,18,683,13,5,38.5,4,30.8,456,2179,1047,18,17,4,6,4,553,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Fulham,Willian,BRA,"FW,MF",35,1988,10,2,257,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,11,40,33,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.28,0.1,0.28,BRA,"FW,MF",35,1988,2.9,0,7,0,0.0,2.45,0.0,0.0,,22.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,BRA,"FW,MF",35,1988,2.9,178,208,85.6,3198,855,86,91,94.5,75,88,85.2,17,23,73.9,0,0.5,0.7,-0.5,7,19,10,2,40,BRA,"FW,MF",35,1988,2.9,4,2,0,3,1,2,6,33.3,4,0,0,0,1,5,1,0,BRA,"FW,MF",35,1988,2.9,231,1,18,83,134,7,231,7,1,14.3,4,57.1,148,1005,503,11,10,2,3,1,183,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27,1996,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,GK,27,1996,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG,GK,27,1996,13.0,299,423,70.7,8545,6103,60,62,96.8,142,142,100.0,96,218,44.0,0,0.0,0.0,0.0,1,8,0,0,1,ENG,GK,27,1996,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,0,ENG,GK,27,1996,13.0,470,396,461,10,0,0,470,0,0,,0,,210,1205,750,0,0,0,2,0,170,0,ENG,GK,27,1996,13.0,30,1,0,9,2,25.1,0.35,-2.9,-0.22,71,186,38.2,329,55,36.8,33.9,94,69.1,50.8,249,20,8.0,13,1.0,11.5
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28,IRQ,FW,22,2002,1.5,0,4,0,0.0,2.69,0.0,0.0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,IRQ,FW,22,2002,1.5,25,30,83.3,278,29,20,23,87.0,5,7,71.4,0,0,,0,0.1,0.0,-0.1,2,0,0,0,3,IRQ,FW,22,2002,1.5,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,2,0,IRQ,FW,22,2002,1.5,53,2,6,20,30,9,53,7,4,57.1,3,42.9,29,187,111,4,3,4,7,4,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25,1998,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KVX,GK,25,1998,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,KVX,GK,25,1998,18.0,454,633,71.7,11705,8247,122,122,100.0,215,221,97.3,115,283,40.6,0,0.0,0.0,0.0,0,14,0,0,1,KVX,GK,25,1998,18.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,5,KVX,GK,25,1998,18.0,689,559,672,18,0,0,689,0,0,,0,,405,2088,1178,0,0,0,3,1,321,0,KVX,GK,25,1998,18.0,33,3,0,2,0,31.4,0.29,-1.6,-0.09,76,229,33.2,534,94,29.6,30.3,94,75.5,54.6,249,39,15.7,20,1.11,12.2
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,10,61,15,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03,COD,DF,26,1997,19.0,0,4,0,0.0,0.21,0.0,0.0,,15.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,COD,DF,26,1997,19.0,682,814,83.8,10396,4020,380,416,91.3,260,314,82.8,28,49,57.1,1,0.3,0.3,0.7,5,63,6,1,61,COD,DF,26,1997,19.0,31,19,21,4,6,17,26,65.4,9,21,10,11,23,54,56,1,COD,DF,26,1997,19.0,971,97,407,426,145,8,971,10,4,40.0,6,60.0,402,1698,826,10,7,1,11,1,516,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,26,1998,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,DF,26,1998,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG,DF,26,1998,1.8,47,57,82.5,657,255,30,33,90.9,16,18,88.9,0,0,,0,0.0,0.0,0.0,0,5,1,0,4,ENG,DF,26,1998,1.8,1,0,1,0,0,1,1,100.0,0,1,1,0,2,3,3,0,ENG,DF,26,1998,1.8,68,6,26,33,9,1,68,0,0,,0,,33,202,79,2,2,0,2,1,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24,2000,23,14,1354,15.0,1,2,3,1,0,0,5,1,1.1,1.1,1.3,2.3,16,27,33,0.07,0.13,0.2,0.07,0.2,0.07,0.09,0.16,0.07,0.16,ENG,"DF,FW",24,2000,15.0,1,7,3,42.9,0.47,0.2,0.14,0.33,12.6,0,0,0,1.1,1.1,0.15,-0.1,-0.1,ENG,"DF,FW",24,2000,15.0,298,416,71.6,4835,2045,170,197,86.3,101,135,74.8,24,49,49.0,2,1.3,0.9,0.7,12,22,3,2,27,ENG,"DF,FW",24,2000,15.0,38,22,23,12,3,20,41,48.8,21,22,5,17,13,51,54,1,ENG,"DF,FW",24,2000,15.0,626,60,246,220,163,12,626,24,8,33.3,14,58.3,259,1503,585,16,12,3,23,17,292,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28,1995,18,16,1541,17.1,0,2,2,0,0,0,0,0,1.1,1.1,0.5,1.6,2,42,4,0.0,0.12,0.12,0.0,0.12,0.06,0.03,0.09,0.06,0.09,AUS,DF,28,1995,17.1,0,10,2,20.0,0.58,0.12,0.0,0.0,9.6,0,0,0,1.1,1.1,0.11,-1.1,-1.1,AUS,DF,28,1995,17.1,626,774,80.9,11461,5485,259,285,90.9,295,340,86.8,64,127,50.4,2,0.5,0.4,1.5,7,47,4,0,42,AUS,DF,28,1995,17.1,17,12,14,3,0,9,11,81.8,2,20,15,5,14,31,128,3,AUS,DF,28,1995,17.1,982,248,609,327,48,24,982,0,0,,0,,430,1965,1002,2,4,0,3,0,573,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27,1997,5,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,IRL,FW,27,1997,2.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,IRL,FW,27,1997,2.6,32,43,74.4,415,27,20,24,83.3,8,10,80.0,1,1,100.0,0,0.1,0.0,-0.1,2,0,0,0,0,IRL,FW,27,1997,2.6,7,3,1,2,4,2,4,50.0,2,1,0,1,1,8,3,0,IRL,FW,27,1997,2.6,70,3,11,19,40,6,70,7,1,14.3,3,42.9,41,330,139,7,2,2,4,2,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,28,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,GK,28,1995,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG,GK,28,1995,7.0,177,255,69.4,4784,3409,49,49,100.0,80,82,97.6,48,124,38.7,0,0.0,0.0,0.0,1,3,0,0,0,ENG,GK,28,1995,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,1,ENG,GK,28,1995,7.0,272,248,271,1,0,0,272,0,0,,0,,143,699,384,0,0,0,0,0,131,0,ENG,GK,28,1995,7.0,19,2,0,0,0,17.1,0.4,-1.9,-0.28,42,116,36.2,204,35,42.6,34.3,51,56.9,44.5,111,12,10.8,2,0.29,8.2
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27,1997,22,10,857,9.5,1,1,2,1,0,0,2,0,1.5,1.5,0.7,2.2,13,29,23,0.11,0.11,0.21,0.11,0.21,0.16,0.07,0.23,0.16,0.23,ENG,"MF,FW",27,1997,9.5,1,16,3,18.8,1.68,0.32,0.06,0.33,17.7,0,0,0,1.5,1.5,0.09,-0.5,-0.5,ENG,"MF,FW",27,1997,9.5,235,319,73.7,3800,927,112,140,80.0,104,127,81.9,11,27,40.7,1,0.7,0.6,0.3,8,21,7,2,29,ENG,"MF,FW",27,1997,9.5,15,5,6,6,3,6,14,42.9,8,8,1,7,4,19,3,0,ENG,"MF,FW",27,1997,9.5,390,7,74,183,138,18,390,8,4,50.0,4,50.0,179,910,467,13,9,0,12,5,264,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.0,0.27,0.27,0.0,0.27,0.01,0.18,0.18,0.01,0.18,ENG,DF,31,1993,3.7,0,1,0,0.0,0.27,0.0,0.0,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0,ENG,DF,31,1993,3.7,80,127,63.0,1418,756,32,39,82.1,41,55,74.5,7,24,29.2,1,0.7,0.2,0.3,4,7,2,2,8,ENG,DF,31,1993,3.7,11,8,9,2,0,8,11,72.7,3,8,6,2,4,15,16,0,ENG,DF,31,1993,3.7,172,28,87,50,38,5,172,0,0,,0,,53,278,136,2,2,0,2,2,75,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25,1999,35,35,3122,34.7,0,2,2,0,0,0,6,0,1.3,1.3,0.5,1.8,3,80,8,0.0,0.06,0.06,0.0,0.06,0.04,0.01,0.05,0.04,0.05,IRL,DF,25,1999,34.7,0,22,2,9.1,0.63,0.06,0.0,0.0,13.6,0,0,0,1.3,1.3,0.06,-1.3,-1.3,IRL,DF,25,1999,34.7,1234,1579,78.2,24503,10549,395,453,87.2,694,811,85.6,133,270,49.3,2,0.5,0.7,1.5,3,89,4,1,80,IRL,DF,25,1999,34.7,49,31,33,13,3,22,34,64.7,12,62,50,12,33,82,225,4,IRL,DF,25,1999,34.7,2022,393,1169,730,129,51,2022,2,1,50.0,1,50.0,897,4023,2069,3,2,0,12,4,1162,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,26,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,DF,26,1997,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG,DF,26,1997,0.0,1,2,50.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG,DF,26,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ENG,DF,26,1997,0.0,3,1,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,George Hirst,SCO,FW,25,1999,26,5,661,7.3,3,1,4,3,0,0,3,0,2.1,2.1,0.3,2.5,9,13,31,0.41,0.14,0.54,0.41,0.54,0.29,0.05,0.34,0.29,0.34,SCO,FW,25,1999,7.3,3,14,7,50.0,1.91,0.95,0.21,0.43,11.3,0,0,0,2.1,2.1,0.15,0.9,0.9,SCO,FW,25,1999,7.3,69,122,56.6,785,188,49,72,68.1,13,26,50.0,1,3,33.3,1,0.3,0.3,0.7,4,1,4,0,13,SCO,FW,25,1999,7.3,3,3,1,0,2,1,4,25.0,3,1,1,0,2,5,10,0,SCO,FW,25,1999,7.3,188,12,28,61,101,28,188,6,2,33.3,3,50.0,101,529,211,9,2,7,21,16,161,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,ENG,DF,23,2001,4.2,0,1,1,100.0,0.24,0.24,0.0,0.0,4.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,ENG,DF,23,2001,4.2,190,236,80.5,3442,1226,87,95,91.6,77,88,87.5,23,40,57.5,0,0.0,0.1,0.0,1,21,1,0,14,ENG,DF,23,2001,4.2,5,3,3,2,0,3,6,50.0,3,5,4,1,4,9,14,3,ENG,DF,23,2001,4.2,268,18,100,122,47,2,268,2,1,50.0,1,50.0,118,555,222,5,7,0,4,2,163,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,"FW,MF",23,2000,32,12,1181,13.1,0,4,4,0,0,0,2,0,1.2,1.2,2.3,3.5,39,44,57,0.0,0.3,0.3,0.0,0.3,0.09,0.17,0.26,0.09,0.26,ENG,"FW,MF",23,2000,13.1,0,17,2,11.8,1.3,0.15,0.0,0.0,18.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2,ENG,"FW,MF",23,2000,13.1,302,393,76.8,4942,1242,151,173,87.3,131,153,85.6,16,31,51.6,4,2.3,1.2,1.7,28,27,9,0,44,ENG,"FW,MF",23,2000,13.1,32,20,11,10,11,17,34,50.0,17,9,0,9,7,39,29,2,ENG,"FW,MF",23,2000,13.1,553,24,125,229,215,38,553,50,25,50.0,18,36.0,311,2356,1217,39,21,12,25,22,338,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998,32,4,860,9.6,1,0,1,1,0,0,4,0,0.7,0.7,0.5,1.3,11,43,23,0.1,0.0,0.1,0.1,0.1,0.08,0.06,0.13,0.08,0.13,IRL,MF,26,1998,9.6,1,19,4,21.1,1.99,0.42,0.05,0.25,23.9,0,0,0,0.7,0.7,0.04,0.3,0.3,IRL,MF,26,1998,9.6,349,421,82.9,6188,1673,156,177,88.1,158,180,87.8,29,48,60.4,0,0.5,0.8,-0.5,5,30,8,1,43,IRL,MF,26,1998,9.6,20,10,6,11,3,12,27,44.4,15,12,3,9,9,29,24,0,IRL,MF,26,1998,9.6,534,32,161,281,103,8,534,11,4,36.4,4,36.4,254,1506,791,11,10,1,10,6,345,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23,2000,25,25,2205,24.5,1,0,1,1,0,0,5,0,1.3,1.3,0.3,1.6,11,69,11,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,ENG,DF,23,2000,24.5,1,10,4,40.0,0.41,0.16,0.1,0.25,9.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3,ENG,DF,23,2000,24.5,962,1121,85.8,15937,6129,444,481,92.3,463,519,89.2,39,88,44.3,0,0.3,0.2,-0.3,5,75,2,0,69,ENG,DF,23,2000,24.5,40,21,20,17,3,22,35,62.9,13,41,26,15,21,61,148,3,ENG,DF,23,2000,24.5,1404,276,746,568,95,22,1404,6,4,66.7,1,16.7,619,2881,1268,11,11,0,10,2,851,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",22,2002,10,5,474,5.3,2,0,2,2,0,0,1,0,2.0,2.0,0.2,2.2,13,10,36,0.38,0.0,0.38,0.38,0.38,0.37,0.05,0.42,0.37,0.42,ENG,"FW,DF",22,2002,5.3,2,12,5,41.7,2.28,0.95,0.17,0.4,16.4,0,0,0,2.0,2.0,0.17,0.0,0.0,ENG,"FW,DF",22,2002,5.3,95,131,72.5,1536,414,54,64,84.4,30,41,73.2,6,12,50.0,0,0.2,0.2,-0.2,5,7,4,3,10,ENG,"FW,DF",22,2002,5.3,14,7,6,6,2,8,15,53.3,7,11,1,10,10,24,9,1,ENG,"FW,DF",22,2002,5.3,220,10,53,68,101,18,220,18,5,27.8,11,61.1,127,862,305,13,3,5,11,10,133,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24,1999,30,25,1959,21.8,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.5,26,59,20,0.05,0.05,0.09,0.05,0.09,0.03,0.04,0.07,0.03,0.07,SWE,MF,24,1999,21.8,1,12,1,8.3,0.55,0.05,0.08,1.0,19.7,0,0,0,0.7,0.7,0.05,0.3,0.3,SWE,MF,24,1999,21.8,647,783,82.6,10596,2229,301,338,89.1,300,352,85.2,31,61,50.8,1,0.8,0.7,0.2,13,51,6,1,59,SWE,MF,24,1999,21.8,44,22,19,23,2,21,49,42.9,28,25,10,15,28,72,33,2,SWE,MF,24,1999,21.8,1017,61,286,530,217,15,1017,53,28,52.8,19,35.8,481,2609,1329,26,23,3,23,17,594,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Julio Enciso,PAR,"MF,FW",20,2004,13,12,869,9.7,2,3,5,2,0,0,3,0,1.7,1.7,1.4,3.1,23,28,44,0.21,0.31,0.52,0.21,0.52,0.18,0.14,0.32,0.18,0.32,PAR,"MF,FW",20,2004,9.7,2,32,11,34.4,3.31,1.14,0.06,0.18,23.0,1,0,0,1.7,1.7,0.05,0.3,0.3,PAR,"MF,FW",20,2004,9.7,171,248,69.0,2779,819,79,102,77.5,72,97,74.2,10,22,45.5,3,1.4,1.1,1.6,13,18,8,1,28,PAR,"MF,FW",20,2004,9.7,12,9,3,6,3,4,11,36.4,7,8,1,7,1,13,6,0,PAR,"MF,FW",20,2004,9.7,406,5,52,202,167,23,406,66,30,45.5,28,42.4,205,1537,793,23,25,9,24,30,262,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28,1995,19,14,1237,13.7,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.7,4,51,4,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,ENG,MF,28,1995,13.7,0,11,2,18.2,0.8,0.15,0.0,0.0,24.3,3,0,0,0.4,0.4,0.04,-0.4,-0.4,ENG,MF,28,1995,13.7,436,551,79.1,8581,2474,162,195,83.1,208,240,86.7,60,98,61.2,0,0.2,0.5,-0.2,5,49,6,1,51,ENG,MF,28,1995,13.7,35,19,8,20,7,15,39,38.5,24,35,6,29,19,54,37,2,ENG,MF,28,1995,13.7,739,61,223,398,122,5,739,12,5,41.7,6,50.0,310,1489,569,4,5,0,25,10,394,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24,2000,33,32,2743,30.5,1,2,3,1,0,0,5,1,1.0,1.0,4.9,5.8,52,59,137,0.03,0.07,0.1,0.03,0.1,0.03,0.16,0.19,0.03,0.19,ENG,DF,24,2000,30.5,1,16,2,12.5,0.52,0.07,0.06,0.5,19.8,2,0,0,1.0,1.0,0.06,0.0,0.0,ENG,DF,24,2000,30.5,919,1284,71.6,15858,6353,430,499,86.2,396,509,77.8,79,213,37.1,2,4.9,4.7,-2.9,61,33,28,12,59,ENG,DF,24,2000,30.5,46,27,33,9,4,30,48,62.5,18,25,8,17,25,71,77,3,ENG,DF,24,2000,30.5,1562,117,534,520,527,42,1562,38,13,34.2,18,47.4,708,3698,2073,52,31,11,37,16,835,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21,2003,37,32,2593,28.8,12,2,14,10,2,2,12,0,9.3,7.8,1.9,9.7,61,30,110,0.42,0.07,0.49,0.35,0.42,0.32,0.07,0.39,0.27,0.34,ENG,FW,21,2003,28.8,12,66,29,43.9,2.29,1.01,0.15,0.34,16.0,0,2,2,9.3,7.8,0.12,2.7,2.2,ENG,FW,21,2003,28.8,219,357,61.3,3011,657,123,174,70.7,69,108,63.9,9,24,37.5,2,1.9,1.4,0.1,21,17,6,0,30,ENG,FW,21,2003,28.8,11,8,3,3,5,2,15,13.3,13,8,0,8,2,13,28,0,ENG,FW,21,2003,28.8,682,29,78,291,335,92,680,86,40,46.5,37,43.0,445,3283,1586,61,46,30,104,60,537,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
